index,product,category,sub_category,brand,sale_price,market_price,type,rating,description
17644,Gentle Nappy Rash Cream,Baby Care,Diapers & Wipes,Mee Mee,284.05,299.0,Nappies & Rash Cream,,"Baby Rash Cream is carefully made to the highest safety standards. It helps to prevent and control diaper rash, protects skin and helps seal out wetness. It is specially made for your babys skin. It provides relief from skin irritations and rashes."
17721,"Total Care Baby Pants - Small, 28S",Baby Care,Diapers & Wipes,Himalaya,375.0,375.0,Diapers,3.5,"Powered by a natural anti-rash shield, Indian Aloe and Yashad Bhasma (Zinc Oxide, that prevents the risk of diaper rash), it is soft and has an easy-to-fit design. It offers care and comfort to your baby; silky soft inner layer for soft & sensitive skin.Breathable fabric ensures proper air circulation and leakproof soft elastic edges prevent leakage. Super Absorbent Polymer (SAP) layer rapidly absorbs multiple wettings and provides maximum protection from dampness. Wetness indicator turns green to show when baby wets the diaper keeps skin dry so that baby gets an undisturbed and restful sleep."
17765,"Reusable Fabric Diaper - Small, Pink",Baby Care,Diapers & Wipes,Paw Paw,269.0,269.0,Diapers,2.3,"India's no.1 reusable diaper, Paw Paw Fabric Diaper is highly absorbant, less susceptible to skin rashes & skin allergies, unlike disposable diapers. The reusable diaper is an eco-friendly diapering option that helps to reduce disposable waste in our landfills. It has a reusable printed outer shell and super-absorbent reusable insert pad. It is very gentle for your little one's skin."
17926,Baby Happy Diapers - Maxi,Baby Care,Diapers & Wipes,Bella,2638.0,2638.0,Diapers,,"360° comfort system – the baby gets bigger and bigger, starts to roll, crawl and finally stands up and walk on its own. It uses all its energy to independently get to know the world around it. The diaper on this stage should not only provide the dryness (which is its substantial function) but also allow the maximum freedom of movements. System of diaper’s elastic elements along with anatomical absorbent core makes it very comfortable and don’t restrain the baby’s movements. The special distribution layer provides quick absorption on the whole length of the diaper, in no time isolating wetness from the baby’s skin. Airflow Technology - Breathability of the diaper provides access to the fresh air to the baby's skin, prevents diaper rash and minimizes the risk of irritation. Quick Dry - Special nonwoven speeds-up moisture distribution all along with the diaper for an exceptional sense of dryness. Flexi Fit - System of elastic elements: wide waistband together with the wide, elastic velcro fasteners for the exceptional freedom of movements. ""ANATOMICAL CORE Anatomical absorbent core for the perfect fit in the crotch area"". 0% perfume – Happy diapers do not have any synthetic fragrances. 0% chlorine – do not contain raw material bleached with elemental chlorine0% latex – do not contain latex elements which may cause irritations in people sensitive to this material.Happy diapers are dermatologically tested, they also have a positive opinion from the Mother and Child Institute of Poland and a positive opinion from the Polish National Insitute of Hygiene."
18139,"Wet Wipes - Caring Baby, Aloe Vera",Baby Care,Diapers & Wipes,Mee Mee,445.5,495.0,Baby Wipes,4.3,"Mee Mee Wet Wipes, provides gentle care and protection for babies, and effectively cleanses without ripping their delicate skin from moisture. Its aloe extract is a handy way of keeping your baby refreshed and happy at all times, while staying protected against rash and redness."
18292,Total Care Baby Pants Diapers - XL,Baby Care,Diapers & Wipes,Himalaya,1350.0,1350.0,Diapers,4.0,Powered by natural antirash shield: Indian Aloe and Yashad Bhasma (Zinc Oxide) (that prevent the risk of diaper rash) Soft easy-to-fit design offer care and comfort to your baby. silky soft inner layer for soft & sensitive skin Breathable fabric ensures proper air circulation and leakproof soft elastic edges prevent leakage. Superabsorbent polymer (SAP) layer: Rapidly absorbs multiple wettings and provides maximum protection from dampness. Wetness indicator: Turns green to show when the baby wets the diaper. Keeps skin dry so that baby gets an undisturbed and restful sleep.
18369,Premium Soft Diaper Pants - Extra Small,Baby Care,Diapers & Wipes,Huggies,1091.09,1199.0,Diapers,5.0,"Our softest for your softest. Introducing the Premium Soft Pants with the breakthrough Silky Cocoon design from Huggies. Its Cushion Waistband ensures a gentle, comfortable fit that helps prevent red marks and Silken Outer Cover Provides luxurious, silky softness. Your baby spends a good part of their day in a diaper. Therefore, choosing the right diaper for their tender and delicate skin is extremely important. And this is where, Huggies introduce the next generation product, India’s 1st diaper pants with the unique Bubble-Bed technology. This is so soft & fluffy that it feels like a bed against your baby’s bottom, keeping it extremely comfortable. Moreover, it absorbs the wetness and spreads it out evenly, keeping your little one's bottom dry."
18374,"Wonder Diaper Pants - Xtra Large, 12-17 Kg",Baby Care,Diapers & Wipes,Huggies,1548.36,2298.0,Diapers,4.5,"Huggies knows that nothing is more important than the comfort and well-being of your little baby. Choosing the best diaper for your baby is an important step in ensuring the comfort of your little one during the day as well as overnight. That is why we have lovingly designed Huggies Wonder Pants for the all-round comfort of your little one. These diaper pants keep your baby comfortable in the day and help them sleep peacefully at night without any wetness irritating their skin. Their cottony-soft material is gentle on their bum keeping their precious skin perfect. And their revolutionary Dry Touch Sheet pulls the wetness away from the skin of your baby keeping it dry and hygienic for up to 12 hours. If you are looking for safe and gentle care for your little one, stock up your diaper bags and changing tables with Huggies Wonder Pants."
18815,Premium Breathable Diaper -  Medium,Baby Care,Diapers & Wipes,Mee Mee,240.0,300.0,Diapers,2.7,"Ensure your precious child can play, crawl, run, walk, rest, eat and sleep uninterrupted all day in a clean way in Mee Mee premium breathable and disposable diapers. Designed with leak-proof technology and the softest cloth-like fabric, these breathable diapers are gentle on your baby sensitive skin. Easy to carry, use and store, these diapers ensure a safe, hygienic and joy cheerful little one childhood for your little one."
19029,"Pants - Extra Absorb Diaper, Extra Large Size",Baby Care,Diapers & Wipes,Mamypoko,700.0,999.0,Diapers,4.3,"MamyPoko Pants Extra Absorb is a pant Style diaper that can be used most comfortably for the baby at night. Because of the powerful slim core that can absorb up to 12 hours, it prevents leakage till morning. Therefore, your baby can sleep soundly all night and wake up with a big smile in the morning."
19407,Wonder Pants Large Size Diapers Monthly Pack,Baby Care,Diapers & Wipes,Huggies,1910.09,2099.0,Diapers,4.1,"Nothing can be more important than the comfort & well-being of your baby. Our flagship diaper pants, Huggies Wonder Pants, have been carefully designed to protect your precious bundle of joy. Cushiony cotton soft material all round keeps your baby’s precious skin perfect. Outstanding absorption up to 12 hours wraps your baby in a world of comfort. Advanced dry touch sheet keeps your baby dry all night long. Cushiony cotton soft material all round keeps your baby's precious skin perfect."
19425,"Pants - Extra Absorb Diaper, Extra Extra Large Size",Baby Care,Diapers & Wipes,Mamypoko,410.0,499.0,Diapers,4.4,"Mamypoko XX-Large Pants are specially designed for your growing child's needs. With an absorption capacity of 6 glasses, it keeps your baby dry all night. Now, let your child wake up to happier morning."
19467,Dry Pants Diapers - Large,Baby Care,Diapers & Wipes,Huggies,319.33,349.0,Diapers,4.8,"Your baby spends a good part of their day in a diaper. Therefore, choosing the right diaper for their tender and delicate skin is extremely important. And this is where, we introduce our next-generation product, India’s 1st diaper pants with the unique Bubble-Bed technology. There are 3 areas where a diaper surrounds the baby’s skin, the baby’s bottom, the baby’s waist, and the baby’s thigh. The skin of the baby in all these areas is extremely delicate and sensitive. The next generation Bubble wala Huggies has 3 unique features which provide our best care & comfort in all these 3 areas.This next-generation diaper pant is lined with the super-soft 3-D Bubble-Bed in the inside layer of the diaper. This is so soft & fluffy that it feels like a bed against your baby’s bottom, keeping it extremely comfortable. Moreover, it absorbs the wetness and spreads it out evenly, keeping your little one's bottom dry."
19582,Soft Baby Wipes - With Green Tea Essence,Baby Care,Diapers & Wipes,Mamypoko,49.0,49.0,Baby Wipes,3.9,"MamyPoko Soft baby wipes come with antibacterial properties and pleasant fragrance. It can be used to clean the baby at the time of diaper change, wiping their face, mouth, hands etc. Its antibacterial quality allows it to catches dust effectively and leaves the skin clean, Soft baby wipes are made of purified water that is gentle on baby's delicate skin, its pleasant fragrance gives both mother and baby a sense of freshness and cleanliness, its alcohol free which makes it mild enough to be used on newborn."
19755,Diaper Pants Super Value Box - Large,Baby Care,Diapers & Wipes,Pampers ,2087.28,2899.0,Diapers,4.3,"Pampers baby-dry pants style diapers are the only pants in India with new Air Channels providing your baby with a new type of dryness overnight; breathable dryness. Magic Gel that locks wetness away for up to 12 hours of dryness. The new and improved product design enables a comfortable fit, closer to the baby’s body. Flexible waistband that adapts to baby’s movements for a comfortable fit. Baby lotion with Aloe Vera helps protect your baby’s delicate skin from diaper rash and irritation. A top layer with cotton-like soft material, for a comfortable night’s sleep. Fun exterior graphics; fun designs and characters to enjoy with your baby."
19758,Baby Wipes - Combo Pack,Baby Care,Diapers & Wipes,Morison Baby Dreams,258.0,258.0,Baby Wipes,5.0,"Morisons Baby Dreams Baby wipes are ideal for a diaper change. It contains moisturiser like aloe vera that helps to keep the skin of the baby, cool and soothing. One pack contains baby wipes that are anti-bacterial, alcohol-free and has aloe vera which is a moisturiser. It is ideal for gentle skin with a pH level of 5.5. It contains the richness of aloe vera and Vitamin E. It is dermatologically tested, is hypoallergenic and alcohol-free. The baby wipes are stretchable and do not tear easily."
19804,Premium Baby Wet Wipes With Aloe Vera - Paraben Free,Baby Care,Diapers & Wipes,Bodyguard,105.0,125.0,Baby Wipes,4.1,"BodyGuard Premium Baby Wet Wipes are specially made for the baby's delicate skin, enriched with aloe vera extracts to give a soft and moisturised feel. The wipes contain special conditioners and emollients to nourish the skin and are ideal for cleansing while changing the diaper. These wipes are probably the safest wipes for your kid, as it contains 98% demineralised water."
19816,"Reusable Fabric Diaper - XL, Blue",Baby Care,Diapers & Wipes,Paw Paw,319.0,319.0,Diapers,3.3,"India's no.1 reusable diaper, Paw Paw Fabric Diaper is highly absorbant, less susceptible to skin rashes & skin allergies, unlike disposable diapers. The reusable diaper is an eco-friendly diapering option that helps to reduce disposable waste in our landfills. It has a reusable printed outer shell and super-absorbent reusable insert pad. It is very gentle for your little one's skin."
19820,Wonder Diaper Pants - Large Size,Baby Care,Diapers & Wipes,Huggies,320.25,350.0,Diapers,5.0,"Your baby spends a good part of their day in a diaper. Therefore, choosing the right diaper for their tender and delicate skin is extremely important. And this is where, we introduce our next-generation product, India's 1st diaper pants with the unique Bubble-Bed technology. There are 3 areas where a diaper surrounds the baby's skin-the baby's bottom, the baby's waist, and the baby's thigh. The skin of the baby in all these areas is extremely delicate and sensitiveHuggies Wonder Pants Diapers comes with 3D Bubble bed technology with a Cushiony Waistband."
19895,Aloe Vera Baby Wipes,Baby Care,Diapers & Wipes,Pampers ,195.02,199.0,Baby Wipes,4.5,"Every little miracle deserves gentle protection – mothers & doctors have always trusted Pampers to provide the care. Presenting Pampers Baby Wipes with Aloe which have the goodness of lotion with Aloe vera to protect against skin rashes & redness. Containing 97% pure water, Pampers Wipes provide mild cleaning for baby’s supples skin, just like cotton & water.
Pampers wipes are safe as they are paraben-free and infused with Vitamin-E. They help restore the natural pH of your baby’s skin, keeping it healthy and nourished. Pampers wipes are thick, soft and strong, ensuring a perfect, gentle cleaning for the baby’s skin. Lastly, the wipes come with a refreshing mild fragrance that you and your baby will surely love. The pack contains 72 wet wipes tissues with a lid."
19950,Wonder Pants Extra Large Size Diapers Monthly Pack,Baby Care,Diapers & Wipes,Huggies,1495.0,2299.0,Diapers,4.0,"Nothing can be more important than the comfort & well-being of your baby. Our flagship diaper pants, Huggies Wonder Pants, have been carefully designed to protect your precious bundle of joy. Cushiony cotton soft material all round keeps your baby’s precious skin perfect. Outstanding absorption up to 12 hours wraps your baby in a world of comfort. Advanced dry touch sheet keeps your baby dry all night long. Cushiony cotton soft material all round keeps your baby's precious skin perfect"
20027,Xtra Large New Monthly Box - 112 Diaper Pants,Baby Care,Diapers & Wipes,Pampers ,1610.0,2299.0,Diapers,4.3,"Pampers baby diaper pants are the only pants in India with new air channels providing your baby with a new type of dryness overnight; breathable dryness. Magic Gel that locks the wetness away for up to 12 hours of dryness. The new and improved product design enables a comfortable fit, closer to the babys body. A flexible waistband that adapts to the babys movements for a comfortable fit. Baby lotion with aloe vera helps protect your babys delicate skin from diaper rash and irritation. A top layer with the cotton-like soft material, for a comfortable nights sleep. Fun exterior graphics; fun designs and characters to enjoy with your baby."
20038,Baby Happy Two-Layer Universal Tissues,Baby Care,Diapers & Wipes,Bella,417.0,417.0,Baby Wipes,5.0,Bella No1 is the European brand of premium quality tissue and paper products manufactured according to the highest standards to ensure the best quality and unusual softness.
20093,"Reusable Fabric Diaper - Large, Blue",Baby Care,Diapers & Wipes,Paw Paw,269.0,269.0,Diapers,2.5,"India's no.1 reusable diaper, Paw Paw Fabric Diaper is highly absorbant, less susceptible to skin rashes & skin allergies, unlike disposable diapers. The reusable diaper is an eco-friendly diapering option that helps to reduce disposable waste in our landfills. It has a reusable printed outer shell and super-absorbent reusable insert pad. It is very gentle for your little one's skin."
20528,Active Baby Xtra Large - 32 Diapers,Baby Care,Diapers & Wipes,Pampers ,794.0,899.0,Diapers,4.2,"With 5 Star Skin Protection, these are the best tape style diapers from Pampers, with an outer layer of cotton-like softness, this baby diaper provides intense care to your baby's sensitive skin and protects it effectively from friction rash and redness. These soft and comfort fitting diapers with stretchable sides are best for your baby's rest and playtime.The diapers fastening tape sticks multiple times thus ensuring it stays in place even after you fasten it after checking your baby's diaper. Protection and nourishment of your baby's skin are taken care of with extracts of moisturising Aloe Vera lotion, characteristic of these best baby diapers. These diapers are ultra-thin, thanks to the absorbent gel material (AGM), commonly known as Magic Gel. This magic gel core of Pampers diapers is highly effective in absorbing frequent wetness. Naturally, your baby's skin remains dry for upto12 hours, now no more frequent diaper changing or blow leaks for your little angel."
20599,Wonder Diaper Pants - Large Size,Baby Care,Diapers & Wipes,Huggies,456.58,499.0,Diapers,5.0,"Your baby spends a good part of their day in a diaper. Therefore, choosing the right diaper for their tender and delicate skin is extremely important. And this is where, we introduce our next-generation product, India's 1st diaper pants with the unique Bubble-Bed technology. There are 3 areas where a diaper surrounds the baby's skin-the baby's bottom, the baby's waist, and the baby's thigh. The skin of the baby in all these areas is extremely delicate and sensitiveHuggies Wonder Pants Diapers with 3D Bubble bed technology with a Cushiony Waistband."
20643,Active Baby New - 24 Diaper Pants,Baby Care,Diapers & Wipes,Pampers ,352.8,360.0,Diapers,4.4,"With 5 Star Skin Protection, these are the best tape style diapers from Pampers, with an outer layer of cotton-like softness, this baby diaper provides intense care to your baby's sensitive skin and protects it effectively from friction rash and redness. These soft and comfort fitting diapers with stretchable sides are best for your baby's rest and playtime.The diapers fastening tape sticks multiple times thus ensuring it stays in place even after you fasten it after checking your baby's diaper. Protection and nourishment of your baby's skin are taken care of with extracts of moisturising Aloe Vera lotion, characteristic of these best baby diapers. These diapers are ultra-thin, thanks to the absorbent gel material (AGM), commonly known as Magic Gel. This magic gel core of Pampers diapers is highly effective in absorbing frequent wetness. Naturally, your baby's skin remains dry for upto12 hours, now no more frequent diaper changing or blow leaks for your little angel."
20765,Easy Adult Diaper - Large,Baby Care,Diapers & Wipes,Friends,451.5,525.0,Diapers,5.0,Friends Easy Adult Diapers provide up to 8 hrs of protection. It has a high absorbency rate and comes with a Wetness Indicator.
21352,Nature Care Diaper Pants - Large Size,Baby Care,Diapers & Wipes,Huggies,363.09,399.0,Diapers,,"Nature's gentle protection for your baby's delicate skin. Presenting the new Huggies Nature Care Diaper Pants. Made with organic cotton and a pH balanced liner, it's the ideal pant-style diaper for your little one's delicate skin. With no added parabens, latex & chlorine it gently protects your baby's skin. It's more than a diaper pant, it's a hug from Nature. Made with organic cotton and a pH balanced liner with no added parabens, latex & chlorine with the wetness indicator."
21472,Premium Care Large Monthly Box Pack - 88 Diaper Pants,Baby Care,Diapers & Wipes,Pampers ,1511.28,2099.0,Diapers,4.3,"New Pampers Premium Pants with cotton-like soft materials is best for your babys delicate skin. Pampers Premium Pants contain lotion with Aloe Vera and 3 Air Channels which helps your babys skin breathe. Experience 5 Star comfort with unique added features like Wetness Indicator which turns Yellow to Blue indication when you may change and Disposal Tape which helps you in the easy disposal of the diaper. Pampers is the No. 1 choice of Doctors for diapers. Pampers Premium Pants are available in New-born (NB), S, M, L, XL and XXL sizes."
21545,Premium Baby Wet Wipes With Aloe Vera - Paraben Free,Baby Care,Diapers & Wipes,Bodyguard,292.5,375.0,Baby Wipes,4.0,"BodyGuard Premium Baby Wet Wipes are specially made for the baby's delicate skin. It is enriched with aloe vera extracts to give a soft and moisturised feel. The wipes contain special conditioners and emollients to nourish the skin and are ideal for cleansing while changing the diaper. These wipes are probably the safest wipes for your kid, as it contains 98% demineralised water."
21599,Premium Care New Baby Small - 70 Pant Diapers,Baby Care,Diapers & Wipes,Pampers ,813.26,1099.0,Diapers,3.8,"New Pampers Premium Pants with cotton-like soft materials is best for the delicate skin of the baby. Pampers Premium Pants contain lotion with Aloe Vera and 3 Air Channels which helps the skin breathe. Experience 5 Star comfort with unique added features like Wetness Indicator which turns Yellow to Blue indication when you may change and Disposal Tape which helps you in the easy disposal of the diaper. Pampers is the No. 1 choice of diapers as rated by Doctors. Pampers Premium Pants are available in New-born (NB), S, M, L, XL and XXL sizes."
21611,New Dry Diapers - Large Size,Baby Care,Diapers & Wipes,Huggies,1445.7,1580.0,Diapers,3.8,One of the most important baby care products that you buy for your baby is diapers. A good quality diaper can help keep your baby comfortable during play as well as sleep time. Choose Huggies New Dry Diapers â€“ these diapers are highly absorbent and help in keeping your babyâ€™s skin dry & fresh. These diapers are suitable for your babyâ€™s skin to ensure uninterrupted play and nap time. Huggies New Dry is available in different sizes from Small to Large to suit your baby.
22100,"Adult Diapers - Super Breathable, Large",Baby Care,Diapers & Wipes,Seni,600.0,800.0,Diapers,,"Seni is the European brand of superior quality absorbent products and skincare solutions that won the trust of millions of incontinent patients as well as caregivers worldwide. Profound knowledge and a wealth of experience ensure maximum comfort of use and specialist protection against skin disorders such as bedsores. The essential feature of Seni products is Air breathability. Free air circulation significantly lowers the risk of chafes, skin irritations and bedsores prone to develop especially in bedridden patients. Breathable products are absolutely necessary to ensure proper air ventilation, avoid certain skin disorders and keep the skin in good condition. 

Imported from Europe.
Breathable all-in-one diapers Super Seni Plus with increased absorbency are recommended especially for the day - time for bedridden patients with moderate, heavy and very heavy incontinence.
The essential feature of Seni products is Air breathability. Free air circulation significantly lowers the risk of chafes, skin irritations and bedsores prone to develop especially in bedridden patients. Breathable products are absolutely necessary to ensure proper air ventilation, avoid certain skin disorders and keep the skin in good condition."
22134,"Baby Diaper - Pants, Small, 4-8 kg, Soft Cotton, Soaks up to 12 Hours",Baby Care,Diapers & Wipes,Pampers ,1060.24,1398.0,Diapers,4.1,"Pampers baby-dry pants style diapers are the only pants in India with new Air Channels providing your baby with a new type of dryness overnight; breathable dryness. Magic Gel locks wetness away for up to 12 hours of dryness. The new & improved product design enables a comfortable fit, closer to the baby's body. The flexible waistband adapts to the baby's movements for a comfortable fit. Baby lotion with Aloe Vera helps protect your baby's delicate skin from diaper rash and irritation. A top layer with a cotton-like soft material, for a comfortable nights sleep. Fun exterior graphics, fun designs and characters to enjoy with your baby."
22235,Wonder Pants Xtra Small - 12 Diapers,Baby Care,Diapers & Wipes,Huggies,99.0,99.0,Diapers,4.3,"Nothing can be more important than the comfort & well-being of your baby. This flagship diaper pants, Huggies Wonder Pants, have been carefully designed to protect your precious bundle of joy. It has cushiony cotton soft material all round to keep the precious skin of your baby perfect. It has outstanding absorption up to 12 hours which wraps your baby in a world of comfort. It has advanced dry touch sheet to keep your baby dry all night long."
22263,Total Care Baby Pants Diapers - M,Baby Care,Diapers & Wipes,Himalaya,932.0,1050.0,Diapers,2.0,Powered by natural anti-rash shield: Indian Aloe and Yashad Bhasma (Zinc Oxide) (that prevent the risk of diaper rash) Soft easy-to-fit design offer care and comfort to your baby. silky soft inner layer for soft & sensitive skin Breathable fabric ensures proper air circulation and leakproof soft elastic edges prevent leakage. Superabsorbent polymer (SAP) layer: Rapidly absorbs multiple wettings and provides maximum protection from dampness. Wetness indicator: Turns green to show when the baby wets the diaper. Keeps skin dry so that baby gets an undisturbed and restful sleep.
22302,Baby Happy Diapers - Mini,Baby Care,Diapers & Wipes,Bella,2638.0,2638.0,Diapers,,"Early Care System – newborns and infants require especially gentle care, that’s why Early Care System consists of qualities most vital for them – softness, gentleness and avoiding rushes and irritations to the sensitive skin. Specially embossed inner non-woven material provides quick absorption, and its gentle, soft structure tucks in the sensitive skin of the littlest ones. Along with soft outer layer makes the diaper feel like the softest underwear. The breathable outer layer protects against irritations and wetness indicator lets the parents decide when to change the diaper. Airflow Technology - Breathability of the diaper provides access to the fresh air to the baby's skin, prevents diaper rash and minimizes the risk of irritation. Premium Dry - Special embossed non-woven speeds-up the absorption and increases the feeling of the dryness. Extra Softcover - Super soft external layer of the diaper provides a feeling of exceptional softness and comfort. Wetness Indicator - To ensure that your baby will always have dry skin - there is a wetness indicator, which clearly (by colour change) shows to the parents that the diaper needs to be changed. 0% perfume – Happy diapers do not have any synthetic fragrances. 0% chlorine – do not contain raw material bleached with elemental chlorine, 0% latex – do not contain latex elements which may cause irritations in people sensitive to this material. Happy diapers are dermatologically tested, they also have a positive opinion from the Mother and Child Institute of Poland and a positive opinion from the Polish National Insitute of Hygiene."
22463,"Wonder Pants - Extra Large, Combo",Baby Care,Diapers & Wipes,Huggies,1279.17,1398.0,Diapers,,"Your baby spends a good part of their day in a diaper. Therefore, choosing the right diaper for their tender and delicate skin is extremely important. And this is where, we introduce our next-generation product, India's 1st diaper pants with the unique Bubble-Bed technology. There are 3 areas where a diaper surrounds the baby's skin-the baby's bottom, the baby's waist, and the baby's thigh. The skin of the baby in all these areas is extremely delicate and sensitiveHuggies Wonder Pants diapers come with 3D Bubble bed technology with a cushiony waistband."
22662,Baby Skin Care Wipes - Cherry Blossom,Baby Care,Diapers & Wipes,bigbasket,99.0,169.0,Baby Wipes,4.3,"bigbasket Wet Wipes are made from finest quality material which gives it a distinct honey comb look. Ingredients used in these wipes are absolutely safe and free from harmful chemicals like paraben and alcohol. bigbasket Wet Wipes come in three different fragrances Fresh, Sea Breeze and Cherry. These Wipes have aloe vera as key ingredient which makes it the best choice for baby hygiene, make-up remover, sanitizing your face and hand after a long drive, sports or any other situation where you need a quick hygiene solution."
22774,Diaper Pants - New Baby,Baby Care,Diapers & Wipes,Pampers ,195.02,199.0,Diapers,4.2,"Pampers baby-dry pants style diapers are the only pants in India with new Air Channels providing your baby with a new type of dryness overnight; breathable dryness. Magic Gel that locks wetness away for up to 12 hours of dryness. The new & improved product design enables a comfortable fit, closer to the baby's body. The flexible waistband that adapts to baby's movements for a comfortable fit. Baby lotion with Aloe Vera helps protect your baby's delicate skin from diaper rash and irritation. A top layer with a cotton-like soft material, for a comfortable nights sleep. Fun exterior graphics, fun designs & characters to enjoy with your baby."
22808,Standard Air Adult Diapers - Medium A'10,Baby Care,Diapers & Wipes,Seni,550.0,550.0,Diapers,,"All-in-one diapers Seni Standard Air with breathable wings are recommended for bedridden patients with moderate to heavy incontinence. Free air circulation on the side wings significantly lowers the risk of chafes, skin irritations and bedsores prone to develop especially in bedridden patients. Breathable products are absolutely necessary to ensure proper air ventilation, avoid certain skin disorders and keep the skin in good condition. Side standing gathers made of a hydrophobic nonwoven keep the moisture inside and prevent from side leakages. Wetness indicator - an easy and convenient way to check when a diaper should be changed - there is no need to open a product and disturb a patient to see if a diaper is soaked. Latex Free construction minimises the risk of allergies."
22915,Nature Care Diaper Pants - Medium Size,Baby Care,Diapers & Wipes,Huggies,363.09,399.0,Diapers,,"Nature's gentle protection for your baby's delicate skin. Presenting the new Huggies Nature Care Diaper Pants. Made with organic cotton and a pH balanced liner, it's the ideal pant-style diaper for your little one's delicate skin. With no added parabens, latex & chlorine it gently protects your baby's skin. It's more than a diaper pant, it's a hug from Nature. Made with organic cotton and a pH balanced liner with no added parabens, latex & chlorine with the wetness indicator."
22978,Baby Reusable Diaper - Blue,Baby Care,Diapers & Wipes,Quick Dry,499.0,499.0,Diapers,4.5,"These baby diapers from Quick Dry are 100% waterproof and is leak resistant. These diapers are washable, hence it can be reused. It is safe and hygienic to be used even after the wash. It can be easily washed in the washing machine. It comes in a variety of colours and the size of these diapers can be adjusted."
22996,Total Care Medium - 54 Diaper Pants,Baby Care,Diapers & Wipes,Himalaya Baby,705.0,750.0,Diapers,4.1,"Your baby requires the utmost care. Himalaya Total Care Baby Pants is a one-step diaper solution specially designed for comfort, protection and total care of baby's skin. Himalaya Total Care Baby Pants comes in an easy to wear pant style design that offers a soft and comfortable fit & are easy to pull on and off. Enriched with the goodness of Aloe vera and Yashada bhasma, Himalaya Total Care Baby Pants offers a protective anti-rash shield that reduces the activity of harmful enzymes and prevents diaper rash."
23131,Baby Dry Small - 11 Diapers,Baby Care,Diapers & Wipes,Pampers ,136.0,160.0,Diapers,4.2,"Pampers baby dry diapers with magic gel can absorb quicker and hence keep the skin dry for up to 10 hours. So your baby's skin will be dry throughout the night and give him a peaceful, undisturbed golden sleep."
23259,Dry Pants Diapers - X-Large,Baby Care,Diapers & Wipes,Huggies,319.33,349.0,Diapers,5.0,"Your baby spends a good part of their day in a diaper. Therefore, choosing the right diaper for their tender and delicate skin is extremely important. And this is where, we introduce our next-generation product, India’s 1st diaper pants with the unique Bubble-Bed technology. There are 3 areas where a diaper surrounds the baby’s skin, the baby’s bottom, the baby’s waist, and the baby’s thigh. The skin of the baby in all these areas is extremely delicate and sensitive. The next generation Bubble wala Huggies has 3 unique features which provide our best care & comfort in all these 3 areas.This next-generation diaper pant is lined with the super-soft 3-D Bubble-Bed in the inside layer of the diaper. This is so soft & fluffy that it feels like a bed against your baby’s bottom, keeping it extremely comfortable. Moreover, it absorbs the wetness and spreads it out evenly, keeping your little one's bottom dry."
23439,Baby Diapers & Sanitary Disposal Bag,Baby Care,Diapers & Wipes,Bodyguard,176.22,198.0,Diapers,,"Now Bigger & Better! Worried about disposing of your Sanitary & Intimate Products? Made in India, 'I Love Clean' by BodyGuard are Cute Oxo BioDegradable Disposable Sanitary Bags & are best for Hygienic Disposal of Intimate Care Products (Sanitary Pads, Tampons, Panty Liners, Baby Diapers, Condoms, PeeBuddy) or General products (which need discreet disposal). No More Black Plastic Bags, No More Newspaper. Now use I Love Clean."
23534,Nature Care Diaper Pants - Large Size,Baby Care,Diapers & Wipes,Huggies,1091.09,1199.0,Diapers,4.0,"Nature's gentle protection for your baby's delicate skin. Presenting the new Huggies Nature Care Diaper Pants. Made with organic cotton and a pH balanced liner, it's the ideal pant-style diaper for your little one's delicate skin. With no added parabens, latex & chlorine it gently protects your baby's skin. It's more than a diaper pant, it's a hug from Nature. Made with organic cotton and a pH balanced liner with no added parabens, latex & chlorine with the wetness indicator."
23667,Splashers Medium - 12 Disposable Swim Diaper Pants,Baby Care,Diapers & Wipes,Pampers ,999.0,999.0,Diapers,,"Your baby is free to make a splash in Pampers Splashers disposable swim diapers! Pampers Splashers don't swell in water like regular diapers, giving your baby a comfortable fit when wet or dry. For secure protection in the water, Splashers Dual-Leak Guard Barriers fit snugly around your baby's legs to help contain messes, making them perfect for the pool, beach, splash park, and more. Only Pampers Splashers are designed with a 360 Degree, all-around stretchy waistband that fits like swimwear and easily pulls on and off even when wet. Plus, Splashers are equipped with Easy-Tear Sides for quick disposal with less mess, and our adorable, swim-inspired, all-over graphics look like real swimwear. Pampers Splashers make a day at the pool even more fun."
23720,"Wonder Pants - Small, Combo",Baby Care,Diapers & Wipes,Huggies,1279.17,1398.0,Diapers,,"Your baby spends a good part of their day in a diaper. Therefore, choosing the right diaper for their tender and delicate skin is extremely important. And this is where, we introduce our next-generation product, India's 1st diaper pants with the unique Bubble-Bed technology. There are 3 areas where a diaper surrounds the baby's skin-the baby's bottom, the baby's waist, and the baby's thigh. The skin of the baby in all these areas is extremely delicate and sensitiveHuggies Wonder Pants Diapers Small Size pack with 3D Bubble bed technology with a Cushiony Waistband."
